# 27GHz 39GHz 93GHz 145GHz 225GHz 280GHz
-0.0033888993873377854 -0.0005441179473382125 0.6311040743236915 0.4825055109137142 -0.046928824994547196 -0.06274774290818261 
-0.0035226708365301927 -0.001998030311009178 0.6384787455667343 0.47317173233499127 -0.04411868282561234 -0.06201109392857398 
-0.0034054842942522344 -0.0012088657534657947 0.6424861887446979 0.4717253399613239 -0.05080073495260348 -0.05879644370570011 
-0.00467042648134438 0.00011412811439506043 0.6397149563165966 0.4725437178293773 -0.045973545753028824 -0.0617288300259955 
-0.004135672227916488 -0.0003043782911985998 0.637395932106668 0.4787382124443766 -0.05103083041428794 -0.060663263617641676 
-0.00384943212250654 0.00020625085070401195 0.6252511697325133 0.48936220304929623 -0.04940743407395875 -0.061562757436047985 
-0.0037062351366871776 -0.0017231411162976825 0.6439960750532483 0.46922307729766777 -0.04536584418070051 -0.062423931917230675 
-0.003374079239982639 -0.0005952774956725868 0.6329676628678707 0.4797894385437395 -0.048159433681357014 -0.06062831099459821 
-0.004127988730554756 0.0006217488852045572 0.6390503397819925 0.4708545707010887 -0.04420997455399158 -0.06218869608373936 
-0.0033415457986835486 -0.0021056973721273013 0.6354303204800289 0.47425302014428333 -0.03952119725645293 -0.06471490019704845 
-0.00468775872288662 -0.0007001480747846221 0.6462948731074927 0.46809849149635263 -0.048238247886258266 -0.060767209919915854 
-0.004220113977623366 0.0017521256271320713 0.634220713871135 0.48222302754099866 -0.05547096724162808 -0.0585047858200144 
-0.003889089577140693 -0.0017105244014262516 0.6448227721444042 0.46635473776150094 -0.04354073764584104 -0.062037158281497036 
-0.003992755338723717 -0.0010568438552254224 0.634172305784434 0.48123582059924036 -0.049833638389146714 -0.06052488880057832 
-0.003318311578409516 -0.0024776879472095973 0.6541008081583617 0.4630268900680836 -0.05242537128430298 -0.058906327416523144 
-0.00319972248837282 -0.0021624370241779 0.6376689841495298 0.4762238375781215 -0.048078300036947005 -0.06045236217815347 
-0.0036276021790934416 -0.002098028612346759 0.6601504977158323 0.45620867326449654 -0.05359039255615734 -0.05704314763273149 
-0.003918191476497085 -0.0012564328456609476 0.6474558238634389 0.4648220678359499 -0.04607338682714564 -0.06102988055008511 
-0.003392937152171191 -0.0012221094104202493 0.6403181070868574 0.47584838914067623 -0.05105429806166913 -0.06049715160327291 
-0.004104899622808639 0.0010255591376383544 0.6392948469228678 0.4720507713980593 -0.048274241648676615 -0.05999203618708022 
-0.0029081859960145874 0.0005358723724097874 0.6309771050984013 0.47794933527300854 -0.04325512389350413 -0.06329900285430094 
-0.004212864485654629 -0.0019999452094959323 0.6535475671457205 0.46245252089895494 -0.0509981374760017 -0.0587891408735231 
-0.0031513290677647305 -0.0003501398468348895 0.6418116491911614 0.47241138024744017 -0.05085620588500528 -0.059865354638996573 
-0.0036962567901216038 -0.0017727503003074296 0.6473343342742213 0.4748546531053286 -0.059419594905251186 -0.057300385383869584 
-0.004667832414049859 0.001820259748450445 0.6361077331369787 0.47613062322588007 -0.048400312369004474 -0.060990471328254824 
-0.003869432367682229 0.0009776891302474703 0.6360182963140404 0.47210559013965736 -0.044016979255395876 -0.061215163960867174 
-0.003939292295325624 6.709790700237587e-05 0.6448968058978978 0.46808791258274274 -0.048791931134914986 -0.06032059295740259 
-0.00415853677533813 0.0009063321713236296 0.6532463302123527 0.45777354186294483 -0.047691194711366174 -0.06007647275991678 
-0.003970822610014359 0.0002583728986029816 0.6375934875349171 0.48044998012688417 -0.05586017591752871 -0.05847084203286087 
-0.004027690000574123 -0.002183878948382147 0.621592460262835 0.49869348262385466 -0.05275067601529404 -0.06132369792243931 
-0.00362387355675548 -0.0005990747671128294 0.6354497421016332 0.4764549152696095 -0.04475684704926794 -0.06292486199810664 
-0.00388790474239768 -0.0010348046585108158 0.6460177058457892 0.470585189542878 -0.05327996542653796 -0.05840022056122064 
-0.004634002002049014 -0.00022361339147656278 0.6494568065674834 0.465314988809909 -0.05073216653418785 -0.059182013449678966 
-0.0036626380755500265 -0.0015030946133158434 0.6170624168931833 0.49862417425607647 -0.04873233712040112 -0.061788521339992866 
-0.003700391021211888 0.0005553490624328485 0.6332773370821511 0.4785681434437238 -0.04996475514327661 -0.05873568342381922 
-0.003357897030329144 -0.002102186759273062 0.6397451921753697 0.47351386092180164 -0.04660223985832676 -0.06119672944924229 
