# 27GHz 39GHz 93GHz 145GHz 225GHz 280GHz
-0.004293689754183318 0.0020643329568019934 0.6892836860196141 0.41979373043650137 -0.0611103994923893 -0.045737660166344944 
-0.003692004843883916 0.0015237241664334408 0.6819932523727565 0.4302251297741829 -0.06364531092368182 -0.046404790545807095 
-0.0034785915073129755 0.0011466828100882304 0.6680571842769342 0.442114749858876 -0.06076845030931369 -0.047071575129271785 
-0.0026176448250882804 -0.0009986314590984657 0.680554815652645 0.42871255373568856 -0.057807219569174624 -0.04784387353497212 
-0.0034326637055219883 -0.0004672395552775161 0.6878092521862422 0.4237222807832015 -0.06033374785623556 -0.04729788185240866 
-0.003388345907012297 -0.0009916886669441782 0.6866462427716564 0.42164828452162545 -0.057467449990235855 -0.04644704272908937 
-0.0042234025052038555 0.0006498711706189989 0.6837641918237615 0.4275196883530274 -0.06000408638298361 -0.047706262459220244 
-0.0034115378425982924 0.0011132905832416118 0.6709946493437315 0.43754199924676473 -0.05635267276148394 -0.049885728569655556 
-0.003249823802434024 -0.0005509174578685097 0.675545286476811 0.4363384061571622 -0.060597916512252624 -0.04748503486141798 
-0.002909873083956394 -0.00029866273994085375 0.6903706004313321 0.415522980191176 -0.053732729503795484 -0.04895231529481566 
-0.004035501666941444 0.002729196523960447 0.6806685973607606 0.4267956654603339 -0.06094781622650053 -0.04521014145161292 
-0.003909219768083817 0.0014943495449895676 0.6798772872576065 0.42787901291959957 -0.05676392806392006 -0.04857750189019175 
-0.003796453883742688 6.421591607006781e-06 0.6912005904086391 0.42139626077215864 -0.06371383473139502 -0.04509298415726701 
-0.003618275300507836 0.0010970775054868207 0.6819563111279761 0.4319065833198028 -0.06594281057989719 -0.04539888607286064 
-0.0039058820874784896 0.0004451957423516847 0.6857801489824945 0.4208329729122056 -0.055829206961465455 -0.04732322858810792 
-0.004348837390827949 0.002695260663629709 0.682155050888202 0.42831130761761854 -0.06249423965519982 -0.04631854212342252 
-0.003836811342742676 -0.0012520533328719203 0.6880568855089506 0.42314442336715574 -0.06001151178069791 -0.04610093241979394 
-0.004314671831479632 0.0014518718831098513 0.6774343629900855 0.4376438908296777 -0.06722538701140927 -0.04499006685998393 
-0.0035191002601852265 0.0026404854099788275 0.6807189507209743 0.4237544754944551 -0.05556166697460373 -0.04803314439061923 
-0.0033480972342129645 -0.0011735177769716465 0.6800405318105639 0.43406491294331184 -0.06280442559298761 -0.04677940414970343 
-0.0029473015036369735 0.0007282623917101958 0.6765420403723184 0.42914865932212054 -0.05717392206133223 -0.04629773852117967 
-0.003572321799356023 0.0009644936601652628 0.6895766818711927 0.42059811663358415 -0.06325103180573997 -0.04431593855984622 
-0.004115856691733595 0.002317375589232059 0.6792616144377254 0.4301899876351446 -0.0605542591225646 -0.04709886184780382 
-0.004064486365445645 0.002081750876208233 0.6897872218507879 0.41880724107738065 -0.061081332149094204 -0.045530395289836836 
-0.0027680512689838934 -0.0022273657103079004 0.6575069301448339 0.4501387625342662 -0.050152905574699015 -0.05249737012510921 
-0.003467564037852795 0.0010237043102195944 0.6949566711560238 0.4128641451137841 -0.05899211898919459 -0.046384837552980146 
-0.004448329870071659 0.00216713341251098 0.6837855782109172 0.42175897819785696 -0.056188077066139916 -0.04707528288507364 
-0.0028972519987720937 -0.0009808608898745688 0.6822290811891677 0.428989278340348 -0.06019863454052873 -0.04714161210034038 
-0.002640924250223115 -0.0008969896306166826 0.6794399633364462 0.4314064296687088 -0.0611221933159065 -0.04618628580840846 
-0.003186495447321189 -0.00013248342634961682 0.6780354382935128 0.43701727213195446 -0.06698042833177757 -0.04475330322001881 
-0.003288656240314566 -0.00045891589244651676 0.6919489033422961 0.4157580055640196 -0.05607554733672465 -0.047883789436830075 
-0.002888299981906067 0.001723832164927334 0.680290459337134 0.4235781284143872 -0.0549509672641216 -0.047753152670420816 
-0.003916845001283 9.350829247625221e-05 0.6781220840248486 0.43325365489500467 -0.059952692714188134 -0.04759970949685848 
-0.0028948204701001574 -0.0017035244143310615 0.6771707139104821 0.43420786375876363 -0.06117057260861324 -0.0456096601762013 
-0.003982900428696486 0.0015260748670289164 0.6789721783744795 0.43097936793159614 -0.059765682087245475 -0.04772903865716263 
-0.0025007235073716437 0.0006545661105028306 0.6681532637691293 0.4476914929415022 -0.06818898914486693 -0.04580961016889576 
-0.003065487249503864 0.00023514678107561092 0.6897717685392953 0.4200691463058955 -0.05958207179268675 -0.047428502584075924 
-0.00328630296044628 0.0013265843157028317 0.6746691664059691 0.4303959607029276 -0.05529914180662781 -0.047806266657525576 
-0.0035924211173442235 -0.0003001573452231038 0.6735974037648129 0.43307580913399274 -0.05266912896146622 -0.05011150547477216 
-0.004048381765321137 0.00045340103685482977 0.6818128507785042 0.424262319299304 -0.05409779860538347 -0.048382390743958725 
-0.003301897064160414 0.002024433590062839 0.6565738404860336 0.45125958874169914 -0.05814632893654058 -0.04840963681709475 
-0.0033358991322998163 0.0007626144933567037 0.69220490653883 0.42025863662637336 -0.06549967716365003 -0.04439058136261012 
-0.004632526638675311 0.00498389518772256 0.6801845536586262 0.4244875981741451 -0.05734901831638584 -0.047674502065432646 
-0.004093558671717355 0.000626006058144539 0.6898849254359262 0.4243524259168788 -0.06556707525355089 -0.04520272348568114 
-0.0041737075400299865 0.002664391090691458 0.6786895033256622 0.42327967756850526 -0.051207956417235176 -0.049251908027594084 
-0.002862317170612141 0.0004643309518984797 0.6784725767294042 0.42661514661904143 -0.05298893153551652 -0.04970080559421533 
-0.0022709124508067968 0.00022532889891329296 0.7011441677063606 0.4065420153846749 -0.058785864316997276 -0.04685473522214455 
-0.0033386790589812875 0.0034997684177700324 0.6710068682892947 0.43543675677491256 -0.05895939810534339 -0.047645316317652585 
-0.003786250075627757 -0.00031248826484150266 0.6971601817333419 0.4129338371926338 -0.060453027910447654 -0.045542252675058854 
-0.003873820693972047 0.002513754931809404 0.6793387045761329 0.43406163450043317 -0.06758779687247463 -0.04445247644192879 
-0.0032426279692551268 0.000772510414758774 0.6789820087679482 0.4359514256550902 -0.06710292919204797 -0.04536038767649417 
-0.00411873388594332 -0.0009183216169215145 0.6795275940069521 0.4325303696659082 -0.062001833518921474 -0.04501907465107382 
-0.0037809949354439243 0.0021182511012574835 0.6765902241427961 0.43745829144033826 -0.06620084804892078 -0.046184923700027254 
